国家,date,累计确诊,confirmed,累计治愈,新增治愈,累计死亡,新增死亡
美国,4/23/2021,32735704,66583,25296047,59389,585075,849
美国,4/24/2021,32789653,53949,25339874,43827,585880,805
美国,4/25/2021,32824389,34736,25379831,39957,586152,272
美国,4/26/2021,32872516,48127,25469738,89907,586593,441
美国,4/27/2021,32926543,54027,25519836,50098,587373,780
美国,4/28/2021,32983695,57152,25584747,64911,588337,964
美国,4/29/2021,33044068,60373,25641574,56827,589207,870
美国,4/30/2021,33103974,59906,25710142,68568,590055,848
美国,5/1/2021,33145853,41879,25777869,67727,590704,649
美国,5/2/2021,33180441,34588,25823800,45931,591062,358
美国,5/3/2021,33230561,50120,25908684,84884,591514,452
美国,5/4/2021,33274659,44098,25966389,57705,592409,895
美国,5/5/2021,33320979,46320,26022594,56205,593134,725
美国,5/6/2021,33367795,46816,26104774,82180,593995,861
美国,5/7/2021,33418826,51031,26324757,219983,594911,916
美国,5/8/2021,33454581,35755,26405871,81114,595588,677
美国,5/9/2021,33476781,22200,26439712,33841,595812,224
美国,5/10/2021,33515308,38527,26507427,67715,596179,367
美国,5/11/2021,33550111,34803,26558138,50711,596946,767
美国,5/12/2021,33586136,36025,26620229,62091,597785,839
美国,5/13/2021,33626036,39900,26667196,46967,598540,755
美国,5/14/2021,33670274,44238,26996645,329449,599364,824
美国,5/15/2021,33695916,25642,27098620,101975,599863,499
美国,5/16/2021,33715951,20035,27136020,37400,600147,284
美国,5/17/2021,33747439,31488,27202309,66289,600533,386
美国,5/18/2021,33774945,27506,27253327,51018,601330,797
美国,5/19/2021,33802324,27379,27299180,45853,601949,619
美国,5/20/2021,33833181,30857,27358629,59449,602616,667
美国,5/21/2021,33862334,29153,27399429,40800,603408,792
美国,5/22/2021,33881828,19494,27470780,71351,603871,463
美国,5/23/2021,33896660,14832,27502255,31475,604087,216
美国,5/24/2021,33922036,25376,27563195,60940,604418,331
美国,5/25/2021,33947189,25153,27606442,43247,605208,790
美国,5/26/2021,33971207,24018,27662268,55826,606179,971
美国,5/27/2021,33998691,27484,27701409,39141,607704,1525
美国,5/28/2021,34022657,23966,27767040,65631,608961,1257
美国,5/29/2021,34034940,12283,27818025,50985,609420,459
美国,5/30/2021,34043068,8128,27840884,22859,609544,124
美国,5/31/2021,34123762,80694,27877733,36849,610149,605
美国,6/1/2021,34136738,12976,27940918,63185,610436,287
美国,6/2/2021,34156931,20193,27986511,45593,611037,601
美国,6/3/2021,34174752,17821,28025575,39064,611611,574
美国,6/4/2021,34192023,17271,28054995,29420,611815,204
美国,6/5/2021,34204374,12351,28103491,48496,612203,388
美国,6/6/2021,34210782,6408,28122737,19246,612366,163
美国,6/7/2021,34226765,15983,28176889,54152,612692,326
美国,6/8/2021,34242866,16101,28220778,43889,613052,360
美国,6/9/2021,34264727,21861,28254091,33313,613494,442
美国,6/10/2021,34275783,11056,28278394,24303,613920,426
美国,6/11/2021,34306446,30663,28346324,67930,614738,818
美国,6/12/2021,34315867,9421,28381618,35294,614955,217
美国,6/13/2021,34321158,5291,28400132,18514,615053,98
美国,6/14/2021,34335239,14081,28436981,36849,615232,179
美国,6/15/2021,34352185,16946,28578701,141720,615717,485
美国,6/16/2021,34366073,13888,28616308,37607,616144,427
美国,6/17/2021,34377466,11393,28641199,24891,616435,291
美国,6/18/2021,34393269,15803,28675929,34730,616920,485
美国,6/19/2021,34401206,7937,28694849,18920,617079,159
美国,6/20/2021,34406001,4795,28711315,16466,617166,87
美国,6/21/2021,34419838,13837,28767507,56192,617463,297
美国,6/22/2021,34434743,14905,28817098,49591,617874,411
美国,6/23/2021,34447888,13145,28845426,28328,618278,404
美国,6/24/2021,34464956,17068,28871842,26416,618685,407
美国,6/25/2021,34482672,17716,28897460,25618,619152,467
美国,6/26/2021,34489543,6871,28912906,15446,619342,190
美国,6/27/2021,34494677,5134,28927335,14429,619424,82
美国,6/28/2021,34511363,16686,28962828,35493,619592,168
美国,6/29/2021,34527493,16130,29007373,44545,619980,388
美国,6/30/2021,34527493,0,29007373,0,620234,254
美国,7/1/2021,34560893,33400,29051705,44332,620645,411
美国,7/2/2021,34580198,19305,29072881,21176,621161,516
美国,7/3/2021,34588135,7937,29087421,14540,621255,94
美国,7/4/2021,34592372,4237,29096816,9395,621293,38
美国,7/5/2021,34611078,18706,29122772,25956,621359,66
美国,7/6/2021,34622690,11612,29145285,22513,621561,202
美国,7/7/2021,34643893,21203,29168308,23023,621873,312
美国,7/8/2021,34676146,32253,29202526,34218,622212,339
美国,7/9/2021,34711416,35270,29222972,20446,622708,496
美国,7/10/2021,34726111,14695,29234930,11958,622821,113
美国,7/11/2021,34732753,6642,29244103,9173,622845,24
美国,7/12/2021,34765790,33037,29271661,27558,623022,177
美国,7/13/2021,34807813,42023,29304451,32790,623435,413
美国,7/14/2021,34848068,40255,29324300,19849,623838,403
美国,7/15/2021,34886190,38122,29341913,17613,624189,351
美国,7/16/2021,34929856,43666,29358531,16618,624606,417
美国,7/17/2021,34953916,24060,29369183,10652,624713,107
美国,7/18/2021,34963439,9523,29375790,6607,624746,33
美国,7/19/2021,35015940,52501,29404872,29082,624982,236
美国,7/20/2021,35081719,65779,29435171,30299,625363,381
美国,7/21/2021,35101836,20117,29457268,22097,625802,439
美国,7/22/2021,35111564,9728,29477234,19966,626166,364
美国,7/23/2021,35163050,51486,29497876,20642,626658,492
美国,7/24/2021,35184628,21578,29507123,9247,626711,53
美国,7/25/2021,35199465,14837,29511909,4786,626762,51
美国,7/26/2021,35287269,87804,29548468,36559,627039,277
美国,7/27/2021,35353923,66654,29571434,22966,627351,312
美国,7/28/2021,35467137,113214,29598755,27321,628056,705
美国,7/29/2021,35580968,113831,29626694,27939,628470,414
美国,7/30/2021,35688506,107538,29652038,25344,629064,594
美国,7/31/2021,35745024,56518,29666117,14079,629315,251
美国,8/1/2021,35768924,23900,29673290,7173,629380,65
美国,8/2/2021,35895971,127047,29716814,43524,629862,482
美国,8/3/2021,36049004,153033,29756586,39772,630497,635
美国,8/4/2021,36176471,127467,29787316,30730,631299,802
美国,8/5/2021,36301744,125273,29805593,18277,631879,580
美国,8/6/2021,36447123,145379,29834472,28879,632641,762
美国,8/7/2021,36518948,71825,29851803,17331,632987,346
美国,8/8/2021,36543338,24390,29859062,7259,633116,129
美国,8/9/2021,36778407,235069,29921893,62831,633796,680
美国,8/10/2021,36892215,113808,29966321,44428,634662,866
美国,8/11/2021,37027459,135244,30000182,33861,635629,967
美国,8/12/2021,37203649,176190,30097898,97716,636298,669
美国,8/13/2021,37364700,161051,30130092,32194,637161,863
美国,8/14/2021,37435835,71135,30144609,14517,637439,278
美国,8/15/2021,37633289,197454,30167012,22403,638490,1051
美国,8/16/2021,37759275,125986,30233914,66902,639220,730
美国,8/17/2021,37896582,137307,30289989,56075,640093,873
美国,8/18/2021,38072656,176074,30341886,51897,641346,1253
美国,8/19/2021,38231787,159131,30390669,48783,643112,1766
美国,8/20/2021,38398596,166809,30438751,48082,644281,1169
美国,8/21/2021,38519294,120698,30463056,24305,644840,559
美国,8/22/2021,38545144,25850,30472804,9748,645058,218
美国,8/23/2021,38813549,268405,30568728,95924,646663,1605
美国,8/24/2021,38968925,155376,30618644,49916,648161,1498
美国,8/25/2021,39155334,186409,30677239,58595,649668,1507
美国,8/26/2021,39337794,182460,30729417,52178,651914,2246
美国,8/27/2021,39540401,202607,30786368,56951,653405,1491
美国,8/28/2021,39617417,77016,30812242,25874,654381,976
美国,8/29/2021,39665515,48098,30826478,14236,654689,308
美国,8/30/2021,39958097,292582,30944465,117987,656678,1989
美国,8/31/2021,40114099,156002,31020612,76147,657910,1232
美国,9/1/2021,40330712,216613,31137936,117324,659927,2017
美国,9/2/2021,40513018,182306,31199835,61899,662853,2926
美国,9/3/2021,40703674,190656,31265847,66012,664935,2082
美国,9/4/2021,40765303,61629,31299910,34063,665858,923
美国,9/5/2021,40805259,39956,31315751,15841,666219,361
美国,9/6/2021,41099612,294353,31446702,130951,668207,1988
美国,9/7/2021,41206672,107060,31522263,75561,669022,815
美国,9/8/2021,41397587,190915,31667507,145244,671183,2161
美国,9/9/2021,41561156,163569,31744959,77452,674547,3364
美国,9/10/2021,41741693,180537,31820994,76035,677017,2470
美国,9/11/2021,41815742,74049,31857877,36883,677736,719
美国,9/12/2021,41853362,37620,31871868,13991,677988,252
美国,9/13/2021,42110419,257057,32031793,159925,679766,1778
美国,9/14/2021,42288205,177786,32176784,144991,682341,2575
美国,9/15/2021,42479369,191164,32267438,90654,685019,2678
美国,9/16/2021,42634054,154685,32347726,80288,688486,3467
美国,9/17/2021,42799907,165853,32430151,82425,690714,2228
美国,9/18/2021,42866805,66898,32483226,53075,691562,848
美国,9/19/2021,42900906,34101,32503995,20769,691880,318
美国,9/20/2021,43107001,206095,32662541,158546,694615,2735
美国,9/21/2021,43242302,135301,32830025,167484,696867,2252
美国,9/22/2021,43403574,161272,32947600,117575,699742,2875
美国,9/23/2021,43532491,128917,33033525,85925,702978,3236
美国,9/24/2021,43669696,137205,33117412,83887,705282,2304
美国,9/25/2021,43725604,55908,33162044,44632,706058,776
美国,9/26/2021,43853328,127724,33186261,24217,706317,259
美国,9/27/2021,43935587,82259,33333783,147522,709072,2755
美国,9/28/2021,44054825,119238,33520958,187175,711222,2150
美国,9/29/2021,44145469,90644,33579207,58249,713475,2253
美国,9/30/2021,44314403,168934,33721022,141815,716843,3368
美国,10/1/2021,44443405,129002,33816494,95472,718984,2141
美国,10/2/2021,44490897,47492,33917959,101465,719674,690
美国,10/3/2021,44518061,27164,33937282,19323,719932,258
美国,10/4/2021,44679410,161349,34154585,217303,722260,2328
美国,10/5/2021,44781179,101769,34282121,127536,724727,2467
美国,10/6/2021,44913970,132791,34386541,104420,727274,2547
美国,10/7/2021,45021267,107297,34479131,92590,730206,2932
美国,10/8/2021,45135620,114353,34577516,98385,732477,2271
美国,10/9/2021,45179209,43589,34630654,53138,733058,581
美国,10/10/2021,45204373,25164,34664963,34309,733575,517
美国,10/11/2021,45313081,108708,34795298,130335,734604,1029
美国,10/12/2021,45430145,117064,34997162,201864,737579,2975
美国,10/13/2021,45545092,114947,35098012,100850,739752,2173
美国,10/14/2021,45639012,93920,35205258,107246,741893,2141
美国,10/15/2021,45738585,99573,35304097,98839,743880,1987
美国,10/16/2021,45774175,35590,35352343,48246,744385,505
美国,10/17/2021,45792532,18357,35374595,22252,744546,161
美国,10/18/2021,45900053,107521,35571099,196504,746412,1866
美国,10/19/2021,45996507,96454,35710331,139232,748652,2240
美国,10/20/2021,46082070,85563,35799239,88908,751692,3040
美国,10/21/2021,46174547,92477,35898041,98802,753747,2055
美国,10/22/2021,46262337,87790,36000281,102240,755647,1900
美国,10/23/2021,46294210,31873,36033886,33605,756205,558
美国,10/24/2021,46312782,18572,36052614,18728,756362,157
美国,10/25/2021,46414466,101684,36265182,212568,757792,1430
美国,10/26/2021,46497719,83253,36375189,110007,759932,2140
美国,10/27/2021,46584173,86454,36448386,73197,761726,1794
美国,10/28/2021,46685123,100950,36565948,117562,763779,2053
美国,10/29/2021,46771979,86856,36646900,80952,765722,1943
美国,10/30/2021,46799970,27991,36692264,45364,766117,395
美国,10/31/2021,46823938,23968,36715313,23049,766299,182
美国,11/1/2021,46904413,80475,36864094,148781,767215,916
美国,11/2/2021,46998099,93686,37005170,141076,768797,1582
美国,11/3/2021,47103073,104974,37102765,97595,770845,2048
美国,11/4/2021,47187256,84183,37194111,91346,772315,1470
美国,11/5/2021,47278555,91299,37260633,66522,774598,2283
美国,11/6/2021,47313412,34857,37311666,51033,775095,497
美国,11/7/2021,47336577,23165,37332949,21283,775218,123
美国,11/8/2021,47417731,81154,37451802,118853,775964,746
美国,11/9/2021,47532711,114980,37599874,148072,778241,2277
美国,11/10/2021,47643010,110299,37690746,90872,779944,1703
美国,11/11/2021,47693516,50506,37729489,38743,780775,831
美国,11/12/2021,47834810,141294,37846305,116816,782933,2158
美国,11/13/2021,47891997,57187,37897335,51030,783439,506
美国,11/14/2021,47911440,19443,37912687,15352,783549,110
美国,11/15/2021,48072522,161082,38047886,135199,784772,1223
美国,11/16/2021,48161377,88855,38139928,92042,786268,1496
美国,11/17/2021,48287925,126548,38260784,120856,787984,1716
美国,11/18/2021,48398455,110530,38330073,69289,789155,1171
美国,11/19/2021,48518350,119895,38413792,83719,791068,1913
美国,11/20/2021,48558229,39879,38437852,24060,793539,2471
美国,11/21/2021,48592810,34581,38463041,25189,793651,112
美国,11/22/2021,48734990,142180,38613594,150553,794767,1116
美国,11/23/2021,48834285,99295,38708867,95273,796208,1441
美国,11/24/2021,48969792,135507,38789049,80182,798242,2034
美国,11/25/2021,48988273,18481,38793457,4408,798520,278
美国,11/26/2021,49050408,62135,38840233,46776,799137,617
美国,11/27/2021,49077695,27287,38861714,21481,799312,175
美国,11/28/2021,49099590,21895,38880081,18367,799414,102
美国,11/29/2021,49271815,172225,39001529,121448,801078,1664
美国,11/30/2021,49420598,148783,39181601,180072,802933,1855
美国,12/1/2021,49573122,152524,39318563,136962,805004,2071
美国,12/2/2021,49716825,143703,39389473,70910,806390,1386
美国,12/3/2021,49878049,161224,39463245,73772,808116,1726
美国,12/4/2021,49934791,56742,39498111,34866,808608,492
美国,12/5/2021,49961458,26667,39516865,18754,808748,140
美国,12/6/2021,50132720,171262,39641655,124790,810124,1376
美国,12/7/2021,50270136,137416,39742867,101212,812205,2081
美国,12/8/2021,50422410,152274,39815866,72999,813904,1699
美国,12/9/2021,50533163,110753,39866587,50721,815237,1333
美国,12/10/2021,50705257,172094,39951693,85106,817326,2089
美国,12/11/2021,50751762,46505,39981492,29799,817765,439
美国,12/12/2021,50801455,49693,40003674,22182,817956,191
美国,12/13/2021,51027876,226421,40154700,151026,819737,1781
美国,12/14/2021,51135983,108107,40230313,75613,821325,1588
美国,12/15/2021,51286680,150697,40326556,96243,823359,2034
美国,12/16/2021,51435652,148972,40406796,80240,824520,1161
美国,12/17/2021,51610281,174629,40466320,59524,826694,2174
美国,12/18/2021,51696205,85924,40515145,48825,827206,512
美国,12/19/2021,51765714,69509,40539875,24730,827323,117
美国,12/20/2021,52041263,275549,40679251,139376,828707,1384
美国,12/21/2021,52253848,212585,40801232,121981,830990,2283
美国,12/22/2021,52499842,245994,40902044,100812,832911,1921
美国,12/23/2021,52788451,288609,40964993,62949,834455,1544
美国,12/24/2021,52986307,197856,40994250,29257,837671,3216
美国,12/25/2021,53026765,40458,41001184,6934,837779,108
美国,12/26/2021,53470202,443437,41089781,88597,838656,877
美国,12/27/2021,53737689,267487,41197733,107952,839429,773
美国,12/28/2021,54148544,410855,41325110,127377,842161,2732
美国,12/29/2021,54656866,508322,41408291,83181,844272,2111
美国,12/30/2021,55246781,589915,41467660,59369,845737,1465
美国,12/31/2021,55609910,363129,41500690,33030,846902,1165
美国,1/1/2022,55864519,254609,41518472,17782,847162,260
美国,1/2/2022,56142175,277656,41543060,24588,847408,246
美国,1/3/2022,57473024,1330849,41635474,92414,848704,1296
美国,1/4/2022,58099987,626963,41905788,270314,851886,3182
美国,1/5/2022,58812604,712617,41999896,94108,853700,1814
美国,1/6/2022,59564116,751512,42089198,89302,855843,2143
美国,1/7/2022,60464426,900310,42172251,83053,858346,2503
美国,1/8/2022,60954028,489602,42221173,48922,859046,700
美国,1/9/2022,61263030,309002,42257508,36335,859356,310
美国,1/10/2022,62414123,1151093,42454185,196677,861185,1829
美国,1/11/2022,63390876,976753,42641852,187667,863896,2711
美国,1/12/2022,64344694,953818,42805090,163238,866882,2986
美国,1/13/2022,65220028,875334,42911490,106400,869124,2242
美国,1/14/2022,66136730,916702,42986488,74998,871504,2380
美国,1/15/2022,66664283,527553,43059089,72601,873149,1645
美国,1/16/2022,66995533,331250,43090644,31555,873564,415
美国,1/17/2022,67731191,735658,43165667,75023,874321,757
美国,1/18/2022,68766247,1035056,43400670,235003,877240,2919
美国,1/19/2022,69718814,952567,43839884,439214,880651,3411
美国,1/20/2022,70465555,746741,44038388,198504,883755,3104
美国,1/21/2022,71394579,929024,44191512,153124,887643,3888
美国,1/22/2022,71728557,333978,44329200,137688,888623,980
美国,1/23/2022,71925931,197374,44365669,36469,889197,574
美国,1/24/2022,72869458,943527,44735874,370205,891488,2291
美国,1/25/2022,73449185,579727,45119980,384106,894880,3392
美国,1/26/2022,74169151,719966,45355695,235715,898299,3419
美国,1/27/2022,74695333,526182,45614212,258517,902140,3841
美国,1/28/2022,75271402,576069,45806388,192176,905661,3521
美国,1/29/2022,75481122,209720,45882520,76132,906861,1200
美国,1/30/2022,75578076,96954,45937985,55465,907190,329
美国,1/31/2022,76136133,558057,46196363,258378,909781,2591
美国,2/1/2022,76516204,380071,46647029,450666,913924,4143
美国,2/2/2022,76878889,362685,46928052,281023,917418,3494
美国,2/3/2022,77150412,271523,47313736,385684,920829,3411
美国,2/4/2022,77490917,340505,47556826,243090,924465,3636
美国,2/5/2022,77623624,132707,47900252,343426,925655,1190
美国,2/6/2022,78017402,393778,47998370,98118,926029,374
美国,2/7/2022,78335529,318127,48252586,254216,928635,2606
美国,2/8/2022,78556193,220664,48828328,575742,932443,3808
美国,2/9/2022,78816550,260357,49173374,345046,935788,3345
美国,2/10/2022,78975526,158976,49365292,191918,939257,3469
美国,2/11/2022,79228628,253102,49626604,261312,942006,2749
美国,2/12/2022,79293924,65296,49759394,132790,942944,938
美国,2/13/2022,79325576,31652,49836893,77499,943411,467
美国,2/14/2022,79472290,146714,50024410,187517,945710,2299
美国,2/15/2022,79629064,156774,50565047,540637,949248,3538
美国,2/16/2022,79784681,155617,50749975,184928,952241,2993
美国,2/17/2022,79915734,131053,51019315,269340,955497,3256
美国,2/18/2022,80024531,108797,51416743,397428,958300,2803
美国,2/19/2022,80072561,48030,51544851,128108,959130,830
美国,2/20/2022,80087617,15056,51673955,129104,959412,282
美国,2/21/2022,80145282,57665,51929244,255289,960157,745
美国,2/22/2022,80263911,118629,52135725,206481,963304,3147
美国,2/23/2022,80366783,102872,52453550,317825,966399,3095
美国,2/24/2022,80444493,77710,52660493,206943,969530,3131
美国,2/25/2022,80532307,87814,52866250,205757,972200,2670
美国,2/26/2022,80560293,27986,53037045,170795,972930,730
美国,2/27/2022,80567757,7464,53192990,155945,973119,189
美国,2/28/2022,80634975,67218,53370158,177168,975001,1882
美国,3/1/2022,80697924,62949,53730805,360647,977402,2401
美国,3/2/2022,80766725,68801,53945789,214984,979725,2323
美国,3/3/2022,80843570,76845,54136964,191175,981729,2004
美国,3/4/2022,80894257,50687,54344934,207970,983440,1711
美国,3/5/2022,80912619,18362,54594944,250010,983837,397
美国,3/6/2022,80917522,4903,54753181,158237,984020,183
美国,3/7/2022,80966480,48958,54951906,198725,985556,1536
美国,3/8/2022,81012955,46475,55215670,263764,987615,2059
美国,3/9/2022,81064103,51148,55429642,213972,989400,1785
美国,3/10/2022,81108765,44662,55600175,170533,989431,31
美国,3/11/2022,81154950,46185,55755798,155623,990693,1262
美国,3/12/2022,81169534,14584,55915138,159340,990724,31
美国,3/13/2022,81174677,5143,56071103,155965,990993,269
美国,3/14/2022,81216268,41591,56282006,210903,991401,408
美国,3/15/2022,81244936,28668,56456450,174444,992302,901
美国,3/16/2022,81289458,44522,56602183,145733,994716,2414
美国,3/17/2022,81350883,61425,56822580,220397,996072,1356
美国,3/18/2022,81388590,37707,56975477,152897,997136,1064
美国,3/19/2022,81404135,15545,62826288,5850811,997845,709
美国,3/20/2022,81410101,5966,63006762,180474,997933,88
美国,3/21/2022,81448398,38297,63246559,239797,998840,907
美国,3/22/2022,81476269,27871,63450626,204067,999792,952
美国,3/23/2022,81527329,51060,63623166,172540,1001175,1383
美国,3/24/2022,81563084,35755,63817521,194355,1002256,1081
美国,3/25/2022,81600890,37806,64070163,252642,1003198,942
美国,3/26/2022,81616936,16046,64268976,198813,1003425,227
美国,3/27/2022,81621888,4952,64457026,188050,1003467,42
美国,3/28/2022,81657854,35966,64682685,225659,1004243,776
美国,3/29/2022,81686628,28774,64876974,194289,1005056,813
美国,3/30/2022,81725896,39268,65020375,143401,1006161,1105
美国,3/31/2022,81780503,54607,65236840,216465,1007320,1159
美国,4/1/2022,81813710,33207,65382991,146151,1008009,689
美国,4/2/2022,81826371,12661,65525974,142983,1008159,150
美国,4/3/2022,81832612,6241,65676514,150540,1008198,39
美国,4/4/2022,81874532,41920,65841278,164764,1008924,726
美国,4/5/2022,81919129,44597,65970879,129601,1010054,1130
美国,4/6/2022,81955619,36490,66104220,133341,1010687,633
美国,4/7/2022,81988278,32659,66219496,115276,1011096,409
美国,4/8/2022,82034738,46460,66311893,92397,1011665,569
美国,4/9/2022,82053242,18504,71671181,5359288,1012131,466
美国,4/10/2022,82062989,9747,79908520,8237339,1012151,20
美国,4/11/2022,82103067,40078,79959456,50936,1012461,310
美国,4/12/2022,82133342,30275,80015081,55625,1013044,583
美国,4/13/2022,82192659,59317,80047315,32234,1014114,1070
美国,4/14/2022,82252965,60306,80095347,48032,1014902,788
美国,4/15/2022,82295768,42803,80128309,32962,1015357,455
美国,4/16/2022,82309113,13345,80166281,37972,1015441,84
美国,4/17/2022,82352135,43022,80202710,36429,1015686,245
美国,4/18/2022,82377156,25021,80243965,41255,1015790,104
美国,4/19/2022,82416687,39531,80276197,32232,1016159,369
美国,4/20/2022,82478398,61711,80307591,31394,1016967,808
美国,4/21/2022,82552866,74468,80348187,40596,1017608,641
美国,4/22/2022,82628089,75223,80402401,54214,1018154,546
美国,4/23/2022,82649779,21690,80434925,32524,1018316,162
美国,4/24/2022,82662748,12969,80465351,30426,1018335,19
美国,4/25/2022,82731281,68533,80506072,40721,1018572,237
美国,4/26/2022,82789716,58435,80547402,41330,1019008,436
美国,4/27/2022,82876642,86926,80576877,29475,1019732,724
美国,4/28/2022,82954768,78126,80623433,46556,1020159,427
美国,4/29/2022,83030096,75328,80653785,30352,1020603,444
美国,4/30/2022,83066907,36811,80684899,31114,1020833,230
美国,5/1/2022,83083425,16518,80719929,35030,1020854,21
美国,5/2/2022,83170407,86982,80757424,37495,1021089,235
美国,5/3/2022,83338321,167914,80821959,64535,1022339,1250
美国,5/4/2022,83356490,18169,80836418,14459,1023513,1174
美国,5/5/2022,83534060,177570,80910509,74091,1024386,873
美国,5/6/2022,83533891,96733,80910509,38387,1024385,477
美国,5/7/2022,83567707,33816,80930086,19577,1024525,140
美国,5/8/2022,83637470,69763,80947924,17838,1024649,124
美国,5/9/2022,83688188,50718,81019770,71846,1024752,103
美国,5/10/2022,83778760,90572,81059093,39323,1025104,352
美国,5/11/2022,83953371,174611,81107296,48203,1025764,660
美国,5/12/2022,84066379,113008,81163689,56393,1026109,345
美国,5/13/2022,84209473,143094,81244260,80571,1026646,537
美国,5/14/2022,84230829,21356,81282964,38704,1026670,24
美国,5/15/2022,84230829,21356,81282964,38704,1026670,24
美国,5/16/2022,84357607,126778,81327131,44167,1026899,229
美国,5/17/2022,84473447,115840,81380287,53156,1027274,375
美国,5/18/2022,84692706,219259,81438103,57816,1028014,740
美国,5/19/2022,84984459,291753,81586249,148146,1028902,888
美国,5/20/2022,84935255,135951,81545150,55005,1028741,405
美国,5/21/2022,84984459,49204,81586249,41099,1028902,161
美国,5/22/2022,85004438,19979,81632147,45898,1028924,22
美国,5/23/2022,85241016,236578,81764911,132764,1029524,600
美国,5/24/2022,85241016,127660,81764911,64383,1029524,403
美国,5/25/2022,85440340,199324,81851405,86494,1030415,891
美国,5/26/2022,85570755,154289,81937406,88772,1030775,653
美国,5/27/2022,85699847,129092,81998223,60817,1031218,443
美国,5/28/2022,85711442,11595,82005303,7080,1031259,41
美国,5/29/2022,85725545,14103,82136992,131689,1031280,21
美国,5/30/2022,85990180,139041,82151831,43479,1031286,13
美国,5/31/2022,86146955,416358,82303090,151259,1032410,1124
美国,6/1/2022,86503057,356102,82527789,224699,1033571,1161
美国,6/2/2022,86269380,122425,82394078,90988,1032863,453
美国,6/3/2022,86450603,181223,82463506,69428,1033369,506
美国,6/4/2022,86503057,52454,82527789,64283,1033571,202
美国,6/5/2022,86522561,19504,82584531,56742,1033591,20
美国,6/6/2022,86637487,114926,82671524,86993,1033830,239
美国,6/7/2022,86988671,351184,82825999,154475,1035031,1201
美国,6/8/2022,86988671,96848,82825999,71713,1035031,283
美国,6/9/2022,87238151,249480,83009072,183073,1035620,589
